Nameplate,Technology,Latitude,Longitude,PLNTCODE,State
2,Other,44.2981,-94.5744,2011,MN
4,Coal,44.2447,-94.9758,2012,MN
1.8,Other,44.2447,-94.9758,2012,MN
1.8,Other,44.2447,-94.9758,2012,MN
1.8,Other,44.2447,-94.9758,2012,MN
1.8,Other,44.2447,-94.9758,2012,MN
1.8,Other,44.2447,-94.9758,2012,MN
0.8,Other,43.6889,-92.3956,2013,MN
1.1,Other,43.6889,-92.3956,2013,MN
2,Other,43.6889,-92.3956,2013,MN
0.3,Hydroelectric,48.114262,-96.179176,2014,MN
0.2,Hydroelectric,48.114262,-96.179176,2014,MN
2.2,Other,48.114262,-96.179176,2014,MN
1.2,Other,48.114262,-96.179176,2014,MN
1.2,Other,48.114262,-96.179176,2014,MN
1.4,Other,48.114262,-96.179176,2014,MN
0.2,Other,43.828415,-94.436908,2015,MN
0.2,Other,43.828415,-94.436908,2015,MN
2.2,Other,43.828415,-94.436908,2015,MN
0.7,Other,43.828415,-94.436908,2015,MN
0.8,Other,43.828415,-94.436908,2015,MN
1.8,Other,43.828415,-94.436908,2015,MN
2,Other,47.018565,-91.660116,2016,MN
7.5,Coal,47.522428,-92.540951,2018,MN
18.7,Coal,47.522428,-92.540951,2018,MN
4,Coal,47.522428,-92.540951,2018,MN
1.1,Other,48.1948763,-96.7695539,2019,MN
0.5,Other,48.1948763,-96.7695539,2019,MN
0.2,Other,48.1948763,-96.7695539,2019,MN
0.2,Other,48.1948763,-96.7695539,2019,MN
1.3,Other,43.74453,-93.724129,2020,MN
1.3,Other,43.74453,-93.724129,2020,MN
1.1,Other,43.74453,-93.724129,2020,MN
2.3,Other,43.74453,-93.724129,2020,MN
2.3,Other,43.74453,-93.724129,2020,MN
0.5,Other,44.0399,-95.4429,2021,MN
0.7,Other,44.0399,-95.4429,2021,MN
2.3,Other,44.0399,-95.4429,2021,MN
18,Coal,45.121705,-95.053236,2022,MN
4,Coal,45.121705,-95.053236,2022,MN
8,Natural Gas,45.121705,-95.053236,2022,MN
1.8,Other,43.86811,-95.114444,2023,MN
1.8,Other,43.86811,-95.114444,2023,MN
1.8,Other,43.86811,-95.114444,2023,MN
3,Other,43.86811,-95.114444,2023,MN
2,Other,43.63349,-95.609234,2024,MN
2,Other,43.63349,-95.609234,2024,MN
2,Other,43.63349,-95.609234,2024,MN
2,Other,43.63349,-95.609234,2024,MN
2,Other,43.63349,-95.609234,2024,MN
2,Other,43.63349,-95.609234,2024,MN
2,Other,43.63349,-95.609234,2024,MN
29.4,Other,45.601,-93.2081,2038,MN
9.8,Other,45.296797,-93.558447,2039,MN
9.8,Other,45.296797,-93.558447,2039,MN
19.2,Other,45.296797,-93.558447,2039,MN
29.4,Other,45.229073,-94.009673,2042,MN
22.5,Natural Gas,31.3294,-89.2681,2046,MS
22.5,Natural Gas,31.3294,-89.2681,2046,MS
22.5,Natural Gas,31.3294,-89.2681,2046,MS
18.1,Natural Gas,30.34,-88.4919,2047,MS
18.1,Natural Gas,30.34,-88.4919,2047,MS
18.1,Natural Gas,30.34,-88.4919,2047,MS
18.1,Natural Gas,30.34,-88.4919,2047,MS
74.5,Natural Gas,30.34,-88.4919,2047,MS
40,Natural Gas,32.2925,-88.7461,2048,MS
40,Natural Gas,32.2925,-88.7461,2048,MS
39.4,Natural Gas,32.2925,-88.7461,2048,MS
75,Natural Gas,30.4392,-89.0286,2049,MS
75,Natural Gas,30.4392,-89.0286,2049,MS
112,Natural Gas,30.4392,-89.0286,2049,MS
250,Coal,30.4392,-89.0286,2049,MS
500,Coal,30.4392,-89.0286,2049,MS
39.3,Natural Gas,30.4392,-89.0286,2049,MS
544.6,Natural Gas,32.2831,-90.9306,2050,MS
783,Natural Gas,32.2831,-90.9306,2050,MS
112.5,Natural Gas,33.7947,-90.7139,2051,MS
112.5,Natural Gas,33.7947,-90.7139,2051,MS
75,Natural Gas,31.6009138,-91.3477365,2052,MS
34.5,Natural Gas,32.356954,-90.21297,2053,MS
66,Natural Gas,32.356954,-90.21297,2053,MS
238.7,Natural Gas,32.356954,-90.21297,2053,MS
10,Other,32.356954,-90.21297,2053,MS
6,Natural Gas,34.1845,-90.562662,2059,MS
7.5,Natural Gas,34.1845,-90.562662,2059,MS
16.2,Natural Gas,34.1845,-90.562662,2059,MS
25.5,Natural Gas,34.1845,-90.562662,2059,MS
4,Natural Gas,34.2017489,-90.5705468,2060,MS
9,Natural Gas,34.2017489,-90.5705468,2060,MS
12.6,Coal,33.517315,-90.209661,2062,MS
20,Coal,33.517315,-90.209661,2062,MS
1.3,Natural Gas,33.517315,-90.209661,2062,MS
1.3,Natural Gas,33.517315,-90.209661,2062,MS
13.5,Natural Gas,33.517315,-90.209661,2062,MS
1.8,Other,33.517315,-90.209661,2062,MS
1.8,Other,33.517315,-90.209661,2062,MS
1.8,Other,33.517315,-90.209661,2062,MS
1.8,Other,33.517315,-90.209661,2062,MS
1.8,Other,33.517315,-90.209661,2062,MS
1.3,Natural Gas,33.517315,-90.209661,2062,MS
7.5,Natural Gas,33.516583,-90.183337,2063,MS
5,Natural Gas,33.516583,-90.183337,2063,MS
5,Natural Gas,33.516583,-90.183337,2063,MS
5,Natural Gas,32.8458,-90.4211,2067,MS
12.6,Natural Gas,32.8458,-90.4211,2067,MS
16.5,Natural Gas,32.8458,-90.4211,2067,MS
16.2,Natural Gas,30.8889,-88.8054,2068,MS
59,Natural Gas,31.528,-89.3004,2070,MS
59,Natural Gas,31.528,-89.3004,2070,MS
59,Natural Gas,31.528,-89.3004,2070,MS
83,Natural Gas,31.528,-89.3004,2070,MS
20,Other,32.030155,-89.08555,2071,MS
212.8,Coal,37.361315,-94.58926,2076,MO
18.7,Coal,37.361315,-94.58926,2076,MO
43,Natural Gas,39.1119549,-94.5800586,2078,MO
40.2,Natural Gas,39.1119549,-94.5800586,2078,MO
594.3,Coal,39.1306,-94.4778,2079,MO
164,Natural Gas,39.1306,-94.4778,2079,MO
85,Natural Gas,39.1306,-94.4778,2079,MO
85,Natural Gas,39.1306,-94.4778,2079,MO
142.8,Natural Gas,39.1306,-94.4778,2079,MO
188,Coal,38.3114,-93.9348,2080,MO
188,Coal,38.3114,-93.9348,2080,MO
188,Coal,38.3114,-93.9348,2080,MO
50,Other,39.1228,-94.5606,2081,MO
64,Other,39.1228,-94.5606,2081,MO
50,Other,39.1228,-94.5606,2081,MO
64,Other,39.1228,-94.5606,2081,MO
64,Other,39.1228,-94.5606,2081,MO
64,Other,39.1228,-94.5606,2081,MO
64,Other,39.1228,-94.5606,2081,MO
64,Other,39.1228,-94.5606,2081,MO
2,Other,39.1228,-94.5606,2081,MO
68.3,Other,38.5935,-92.2206,2082,MO
15,Natural Gas,40.224525,-92.584928,2083,MO
22,Other,37.836922,-94.359082,2090,MO
74,Natural Gas,38.78758,-94.277689,2092,MO
55,Coal,39.178319,-94.184445,2094,MO
50,Coal,39.178319,-94.184445,2094,MO
419,Coal,39.178319,-94.184445,2094,MO
30.6,Natural Gas,37.2644095,-89.5641053,2096,MO
23,Natural Gas,39.7246,-94.8773,2098,MO
25,Natural Gas,39.7246,-94.8773,2098,MO
12.5,Natural Gas,39.7246,-94.8773,2098,MO
90,Coal,39.7246,-94.8773,2098,MO
85,Natural Gas,39.7246,-94.8773,2098,MO
18.9,Other,39.7246,-94.8773,2098,MO
18.9,Other,39.7246,-94.8773,2098,MO
1.5,Hydroelectric,37.9385,-92.847701,2099,MO
1.5,Hydroelectric,37.9385,-92.847701,2099,MO
47.4,Other,38.681797,-90.540048,2102,MO
573.7,Coal,38.562244,-90.837686,2103,MO
573.7,Coal,38.562244,-90.837686,2103,MO
621,Coal,38.562244,-90.837686,2103,MO
621,Coal,38.562244,-90.837686,2103,MO
137.5,Coal,38.4017,-90.3358,2104,MO
137.5,Coal,38.4017,-90.3358,2104,MO
289,Coal,38.4017,-90.3358,2104,MO
359,Coal,38.4017,-90.3358,2104,MO
62,Other,38.4017,-90.3358,2104,MO
56,Natural Gas,38.4017,-90.3358,2104,MO
27.5,Hydroelectric,38.2044,-92.6239,2106,MO
27.5,Hydroelectric,38.2044,-92.6239,2106,MO
27.5,Hydroelectric,38.2044,-92.6239,2106,MO
27.5,Hydroelectric,38.2044,-92.6239,2106,MO
27.5,Hydroelectric,38.2044,-92.6239,2106,MO
27.5,Hydroelectric,38.2044,-92.6239,2106,MO
21.5,Hydroelectric,38.2044,-92.6239,2106,MO
21.5,Hydroelectric,38.2044,-92.6239,2106,MO
549.7,Coal,38.915479,-90.290247,2107,MO
549.7,Coal,38.915479,-90.290247,2107,MO
204,Hydroelectric,37.520833,-90.834722,2108,MO
204,Hydroelectric,37.520833,-90.834722,2108,MO
2.1,Other,40.2478,-94.3303,2113,MO
1,Other,40.2478,-94.3303,2113,MO
0.7,Other,40.2478,-94.3303,2113,MO
1.2,Other,40.2478,-94.3303,2113,MO
1.2,Other,40.2478,-94.3303,2113,MO
0.8,Other,40.2619,-94.0403,2114,MO
1.8,Other,40.2619,-94.0403,2114,MO
1.8,Other,40.2619,-94.0403,2114,MO
0.9,Other,40.2619,-94.0403,2114,MO
1.1,Other,40.2619,-94.0403,2114,MO
1.6,Other,40.2619,-94.0403,2114,MO
0.8,Other,38.264408,-94.344385,2115,MO
1.4,Other,38.264408,-94.344385,2115,MO
1.4,Other,38.264408,-94.344385,2115,MO
1.5,Other,38.264408,-94.344385,2115,MO
2,Other,38.264408,-94.344385,2115,MO
2,Other,38.264408,-94.344385,2115,MO
2,Other,38.264408,-94.344385,2115,MO
2,Other,38.264408,-94.344385,2115,MO
0.5,Other,36.4933927,-90.0750949,2118,MO
1.1,Other,36.4933927,-90.0750949,2118,MO
0.3,Other,36.4933927,-90.0750949,2118,MO
1.3,Other,36.4933927,-90.0750949,2118,MO
1.6,Other,36.4933927,-90.0750949,2118,MO
1.7,Other,36.4933927,-90.0750949,2118,MO
0.3,Other,39.3617,-93.4956,2120,MO
0.3,Other,39.3617,-93.4956,2120,MO
1.8,Natural Gas,39.3617,-93.4956,2120,MO
0.8,Natural Gas,39.3617,-93.4956,2120,MO
0.9,Natural Gas,39.3617,-93.4956,2120,MO
1.1,Natural Gas,39.3617,-93.4956,2120,MO
2.5,Natural Gas,39.3617,-93.4956,2120,MO
4.1,Natural Gas,39.3617,-93.4956,2120,MO
4.1,Natural Gas,39.3617,-93.4956,2120,MO
6.1,Natural Gas,39.3617,-93.4956,2120,MO
2,Other,39.3617,-93.4956,2120,MO
2.5,Natural Gas,37.1653,-94.3089,2121,MO
3,Natural Gas,37.1653,-94.3089,2121,MO
3.3,Natural Gas,37.1653,-94.3089,2121,MO
5,Natural Gas,37.1653,-94.3089,2121,MO
7,Natural Gas,37.1653,-94.3089,2121,MO
4.5,Natural Gas,37.1653,-94.3089,2121,MO
4.5,Natural Gas,37.1653,-94.3089,2121,MO
6,Natural Gas,37.1653,-94.3089,2121,MO
6,Natural Gas,37.1653,-94.3089,2121,MO
5,Coal,39.783388,-93.564112,2122,MO
6,Coal,39.783388,-93.564112,2122,MO
2.5,Coal,39.783388,-93.564112,2122,MO
2,Other,39.783388,-93.564112,2122,MO
2,Other,39.783388,-93.564112,2122,MO
2,Other,39.783388,-93.564112,2122,MO
2,Other,39.783388,-93.564112,2122,MO
2,Other,39.783388,-93.564112,2122,MO
40,Natural Gas,39.783388,-93.564112,2122,MO
40,Natural Gas,39.783388,-93.564112,2122,MO
16.5,Coal,38.964646,-92.316768,2123,MO
12.5,Natural Gas,38.964646,-92.316768,2123,MO
22,Coal,38.964646,-92.316768,2123,MO
35,Natural Gas,38.964646,-92.316768,2123,MO
2,Other,38.964646,-92.316768,2123,MO
1.3,Other,38.964646,-92.316768,2123,MO
1.3,Other,38.964646,-92.316768,2123,MO
2,Other,38.964646,-92.316768,2123,MO
2,Other,38.964646,-92.316768,2123,MO
45.2,Hydroelectric,37.6936,-93.7691,2124,MO
3.5,Other,39.1406,-92.68,2125,MO
3.5,Other,39.1406,-92.68,2125,MO
2.8,Other,39.1406,-92.68,2125,MO
1.1,Other,39.1406,-92.68,2125,MO
21.2,Natural Gas,38.868095,-91.94778,2126,MO
5,Other,38.868095,-91.94778,2126,MO
5,Other,38.868095,-91.94778,2126,MO
7,Other,38.868095,-91.94778,2126,MO
1.1,Other,39.9144,-93.9619,2127,MO
1.1,Other,39.9144,-93.9619,2127,MO
2.5,Other,39.9144,-93.9619,2127,MO
2.5,Other,39.9144,-93.9619,2127,MO
0.8,Other,39.073315,-93.714748,2131,MO
1.7,Other,39.073315,-93.714748,2131,MO
2.4,Other,39.073315,-93.714748,2131,MO
40,Natural Gas,39.073315,-93.714748,2131,MO
1.2,Other,39.073315,-93.714748,2131,MO
5.5,Other,39.073315,-93.714748,2131,MO
25,Coal,39.0919,-94.3261,2132,MO
65,Coal,39.0919,-94.3261,2132,MO
61,Natural Gas,39.0919,-94.3261,2132,MO
25,Coal,39.0919,-94.3261,2132,MO
18,Other,39.094574,-94.411522,2134,MO
18,Other,39.094574,-94.411522,2134,MO
19,Natural Gas,39.1067,-94.3804,2135,MO
24,Natural Gas,39.1067,-94.3804,2135,MO
19,Other,39.055954,-94.392957,2136,MO
19,Other,39.055954,-94.392957,2136,MO
1,Other,37.3847,-89.6606,2137,MO
1,Other,37.3847,-89.6606,2137,MO
1,Other,37.3847,-89.6606,2137,MO
1,Other,37.3847,-89.6606,2137,MO
0.7,Other,37.3847,-89.6606,2137,MO
1,Other,37.3847,-89.6606,2137,MO
6.8,Other,37.3847,-89.6606,2137,MO
6.8,Other,37.3847,-89.6606,2137,MO
3,Other,37.3847,-89.6606,2137,MO
0.2,Other,40.4225,-91.7206,2138,MO
0.7,Other,40.4225,-91.7206,2138,MO
0.8,Natural Gas,40.4225,-91.7206,2138,MO
1.5,Natural Gas,40.4225,-91.7206,2138,MO
0.9,Natural Gas,40.4225,-91.7206,2138,MO
1.1,Other,40.4225,-91.7206,2138,MO
1.1,Other,40.4225,-91.7206,2138,MO
1.1,Other,40.4225,-91.7206,2138,MO
0.4,Other,36.2431,-90.0495,2139,MO
0.4,Other,36.2431,-90.0495,2139,MO
0.8,Other,36.2431,-90.0495,2139,MO
2.5,Natural Gas,36.2431,-90.0495,2139,MO
1.4,Other,36.2431,-90.0495,2139,MO
2,Natural Gas,36.2431,-90.0495,2139,MO
2.5,Natural Gas,36.2431,-90.0495,2139,MO
3.1,Natural Gas,36.2431,-90.0495,2139,MO
6.2,Natural Gas,36.2431,-90.0495,2139,MO
6.2,Natural Gas,36.2431,-90.0495,2139,MO
6.2,Natural Gas,36.2431,-90.0495,2139,MO
6.4,Natural Gas,36.2431,-90.0495,2139,MO
6.4,Natural Gas,36.2431,-90.0495,2139,MO
0.9,Other,40.0122,-92.5075,2140,MO
1,Other,40.0122,-92.5075,2140,MO
1,Other,40.0122,-92.5075,2140,MO
1,Other,40.0122,-92.5075,2140,MO
1,Other,40.0122,-92.5075,2140,MO
5.2,Other,39.7378,-92.4689,2141,MO
5,Other,39.7378,-92.4689,2141,MO
1,Other,39.7378,-92.4689,2141,MO
1.4,Natural Gas,36.5531,-89.9682,2142,MO
1.4,Natural Gas,36.5531,-89.9682,2142,MO
2,Natural Gas,36.5531,-89.9682,2142,MO
2.8,Natural Gas,36.5531,-89.9682,2142,MO
4.3,Natural Gas,36.5531,-89.9682,2142,MO
1.8,Other,36.5531,-89.9682,2142,MO
1.8,Other,36.5531,-89.9682,2142,MO
1.8,Other,36.5531,-89.9682,2142,MO
4,Natural Gas,39.1228,-93.2064,2144,MO
6,Coal,39.1228,-93.2064,2144,MO
16.5,Coal,39.1228,-93.2064,2144,MO
1,Other,39.1228,-93.2064,2144,MO
1,Other,39.1228,-93.2064,2144,MO
1,Other,39.1228,-93.2064,2144,MO
6.3,Natural Gas,39.1228,-93.2064,2144,MO
6.3,Natural Gas,39.1228,-93.2064,2144,MO
15.2,Natural Gas,39.1228,-93.2064,2144,MO
0.6,Other,40.375,-92.125,2145,MO
0.2,Other,40.375,-92.125,2145,MO
0.9,Other,40.375,-92.125,2145,MO
1.1,Other,40.375,-92.125,2145,MO
1.3,Other,40.375,-92.125,2145,MO
1.3,Other,40.375,-92.125,2145,MO
1,Other,40.375,-92.125,2145,MO
1,Other,40.375,-92.125,2145,MO
0.4,Other,40.375,-92.125,2145,MO
1,Other,40.375,-92.125,2145,MO
0.7,Other,39.6525,-91.7994,2146,MO
1.3,Other,39.6525,-91.7994,2146,MO
1.1,Natural Gas,39.6525,-91.7994,2146,MO
1.1,Natural Gas,39.6525,-91.7994,2146,MO
2,Other,39.6525,-91.7994,2146,MO
2,Natural Gas,39.6525,-91.7994,2146,MO
2.2,Natural Gas,39.6525,-91.7994,2146,MO
1.6,Other,39.6525,-91.7994,2146,MO
1.6,Other,39.6525,-91.7994,2146,MO
1.6,Other,39.6525,-91.7994,2146,MO
1.8,Other,39.6525,-91.7994,2146,MO
1.8,Other,39.6525,-91.7994,2146,MO
0.2,Other,38.997852,-93.965656,2148,MO
2,Other,38.997852,-93.965656,2148,MO
1.2,Other,38.997852,-93.965656,2148,MO
3,Other,38.997852,-93.965656,2148,MO
0.9,Other,38.997852,-93.965656,2148,MO
1.3,Other,38.3361,-91.4964,2149,MO
1.8,Other,38.3361,-91.4964,2149,MO
1.8,Other,38.3361,-91.4964,2149,MO
1.3,Other,38.3361,-91.4964,2149,MO
1.8,Other,38.3361,-91.4964,2149,MO
1.8,Other,38.3361,-91.4964,2149,MO
0.5,Other,39.7961,-91.5556,2150,MO
1.5,Other,39.7961,-91.5556,2150,MO
0.8,Other,39.7961,-91.5556,2150,MO
2,Other,39.7961,-91.5556,2150,MO
2,Other,39.7961,-91.5556,2150,MO
0.2,Other,38.0971431,-94.3615632,2154,MO
0.2,Other,38.0971431,-94.3615632,2154,MO
0.2,Other,38.0971431,-94.3615632,2154,MO
0.5,Other,38.0971431,-94.3615632,2154,MO
2,Other,36.8785,-89.6214,2158,MO
2.3,Other,36.8785,-89.6214,2158,MO
22,Coal,37.108611,-93.261944,2161,MO
22,Coal,37.108611,-93.261944,2161,MO
44,Coal,37.108611,-93.261944,2161,MO
60,Coal,37.108611,-93.261944,2161,MO
105,Coal,37.108611,-93.261944,2161,MO
96,Natural Gas,37.108611,-93.261944,2161,MO
101.5,Natural Gas,37.108611,-93.261944,2161,MO
15.3,Other,37.2115916,-93.2961335,2162,MO
0.4,Other,40.0661,-93.6042,2163,MO
0.4,Other,40.0661,-93.6042,2163,MO
1,Other,40.0661,-93.6042,2163,MO
1.1,Other,40.0661,-93.6042,2163,MO
1.3,Other,40.0661,-93.6042,2163,MO
1,Other,40.0661,-93.6042,2163,MO
0.8,Other,40.476742,-93.010018,2164,MO
1.7,Other,40.476742,-93.010018,2164,MO
0.2,Other,40.476742,-93.010018,2164,MO
1,Other,40.476742,-93.010018,2164,MO
0.3,Other,40.476742,-93.010018,2164,MO
0.3,Other,40.476742,-93.010018,2164,MO
1.1,Other,40.476742,-93.010018,2164,MO
1.3,Other,40.476742,-93.010018,2164,MO
2,Other,40.476742,-93.010018,2164,MO
1.2,Other,39.2036,-91.861,2165,MO
1,Other,39.2036,-91.861,2165,MO
1.4,Other,39.2036,-91.861,2165,MO
1.3,Other,39.2036,-91.861,2165,MO
1,Other,39.2036,-91.861,2165,MO
1,Other,39.2036,-91.861,2165,MO
1.2,Other,39.2036,-91.861,2165,MO
1.2,Other,39.2036,-91.861,2165,MO
50,Hydroelectric,36.597,-93.3086,2166,MO
50,Hydroelectric,36.597,-93.3086,2166,MO
50,Hydroelectric,36.597,-93.3086,2166,MO
50,Hydroelectric,36.597,-93.3086,2166,MO
600,Coal,36.5147,-89.5617,2167,MO
600,Coal,36.5147,-89.5617,2167,MO
180,Coal,39.5522,-92.6381,2168,MO
285,Coal,39.5522,-92.6381,2168,MO
670,Coal,39.5522,-92.6381,2168,MO
15,Coal,38.6839,-91.7558,2169,MO
44,Coal,38.6839,-91.7558,2169,MO
23,Coal,39.231534,-94.307979,2171,MO
23,Coal,39.231534,-94.307979,2171,MO
40.7,Natural Gas,47.0539,-104.74,2176,MT
43,Natural Gas,47.0539,-104.74,2176,MT
23.3,Natural Gas,46.4112,-105.7953,2177,MT
7.8,Hydroelectric,47.521331,-111.261442,2181,MT
7.8,Hydroelectric,47.521331,-111.261442,2181,MT
8.4,Hydroelectric,47.521331,-111.261442,2181,MT
24,Hydroelectric,47.5375,-111.194969,2182,MT
24,Hydroelectric,47.5375,-111.194969,2182,MT
2.8,Hydroelectric,46.765941,-111.887341,2185,MT
2.8,Hydroelectric,46.765941,-111.887341,2185,MT
2.8,Hydroelectric,46.765941,-111.887341,2185,MT
2.8,Hydroelectric,46.765941,-111.887341,2185,MT
2.8,Hydroelectric,46.765941,-111.887341,2185,MT
3,Hydroelectric,46.765941,-111.887341,2185,MT
9.6,Hydroelectric,46.9915,-112.0047,2186,MT
9.6,Hydroelectric,46.9915,-112.0047,2186,MT
9.6,Hydroelectric,46.9915,-112.0047,2186,MT
9.6,Hydroelectric,46.9915,-112.0047,2186,MT
163,Coal,45.77562,-108.480999,2187,MT
70.5,Hydroelectric,47.6777,-114.2339,2188,MT
70.5,Hydroelectric,47.6777,-114.2339,2188,MT
70.5,Hydroelectric,47.6777,-114.2339,2188,MT
0.6,Hydroelectric,46.8744527,-113.8871589,2190,MT
0.6,Hydroelectric,46.8744527,-113.8871589,2190,MT
0.6,Hydroelectric,46.8744527,-113.8871589,2190,MT
0.6,Hydroelectric,46.8744527,-113.8871589,2190,MT
0.6,Hydroelectric,46.8744527,-113.8871589,2190,MT
22.5,Hydroelectric,47.581737,-111.060898,2191,MT
22.5,Hydroelectric,47.581737,-111.060898,2191,MT
6.2,Hydroelectric,45.225741,-109.762489,2192,MT
6.2,Hydroelectric,45.225741,-109.762489,2192,MT
4,Hydroelectric,47.5344,-111.2045,2193,MT
4,Hydroelectric,47.5344,-111.2045,2193,MT
4,Hydroelectric,47.5344,-111.2045,2193,MT
4,Hydroelectric,47.5344,-111.2045,2193,MT
4,Hydroelectric,47.5344,-111.2045,2193,MT
4,Hydroelectric,47.5344,-111.2045,2193,MT
5.8,Hydroelectric,47.5344,-111.2045,2193,MT
5.8,Hydroelectric,47.5344,-111.2045,2193,MT
8,Hydroelectric,47.569939,-111.122546,2194,MT
8,Hydroelectric,47.569939,-111.122546,2194,MT
8,Hydroelectric,47.569939,-111.122546,2194,MT
8,Hydroelectric,47.569939,-111.122546,2194,MT
8,Hydroelectric,47.569939,-111.122546,2194,MT
8,Hydroelectric,47.569939,-111.122546,2194,MT
5,Hydroelectric,47.593155,-115.358237,2195,MT
5,Hydroelectric,47.593155,-115.358237,2195,MT
5,Hydroelectric,47.593155,-115.358237,2195,MT
5.4,Hydroelectric,47.593155,-115.358237,2195,MT
5,Hydroelectric,47.593155,-115.358237,2195,MT
5,Hydroelectric,47.593155,-115.358237,2195,MT
57.1,Hydroelectric,47.593155,-115.358237,2195,MT
1,Other,44.4533,-110.8347,2196,WY
1,Other,44.4533,-110.8347,2196,WY
91.8,Hydroelectric,47.960689,-115.73395,2199,MT
76.8,Hydroelectric,47.960689,-115.73395,2199,MT
91.8,Hydroelectric,47.960689,-115.73395,2199,MT
91.8,Hydroelectric,47.960689,-115.73395,2199,MT
114,Hydroelectric,47.960689,-115.73395,2199,MT
107,Hydroelectric,48.341521,-114.01443,2203,MT
107,Hydroelectric,48.341521,-114.01443,2203,MT
107,Hydroelectric,48.341521,-114.01443,2203,MT
107,Hydroelectric,48.341521,-114.01443,2203,MT
62.5,Hydroelectric,45.307406,-107.957515,2204,MT
62.5,Hydroelectric,45.307406,-107.957515,2204,MT
62.5,Hydroelectric,45.307406,-107.957515,2204,MT
62.5,Hydroelectric,45.307406,-107.957515,2204,MT
0.9,Natural Gas,41.3528,-99.4978,2214,NE
0.6,Natural Gas,41.3528,-99.4978,2214,NE
2.4,Natural Gas,40.3883,-95.8464,2215,NE
1,Natural Gas,40.3883,-95.8464,2215,NE
3.3,Natural Gas,40.3883,-95.8464,2215,NE
2.7,Natural Gas,40.3883,-95.8464,2215,NE
5.6,Natural Gas,40.3883,-95.8464,2215,NE
3.7,Natural Gas,40.3883,-95.8464,2215,NE
0.5,Other,41.3286,-100.3258,2216,NE
0.2,Other,41.3286,-100.3258,2216,NE
0.3,Other,41.3286,-100.3258,2216,NE
0.1,Other,41.3286,-100.3258,2216,NE
0.5,Other,40.1381,-99.8272,2217,NE
0.3,Natural Gas,40.1381,-99.8272,2217,NE
0.3,Other,40.1381,-99.8272,2217,NE
0.9,Natural Gas,40.1381,-99.8272,2217,NE
0.9,Other,40.0440808,-101.5391739,2218,NE
0.3,Other,40.0440808,-101.5391739,2218,NE
0.5,Other,41.4031,-99.6392,2221,NE
3.5,Natural Gas,41.4031,-99.6392,2221,NE
0.8,Natural Gas,41.4031,-99.6392,2221,NE
0.8,Natural Gas,41.4031,-99.6392,2221,NE
1,Natural Gas,41.4031,-99.6392,2221,NE
2.1,Natural Gas,41.4031,-99.6392,2221,NE
1.3,Other,41.9144,-98.9906,2222,NE
1.1,Other,41.9144,-98.9906,2222,NE
0.9,Other,41.9144,-98.9906,2222,NE
0.6,Other,41.9144,-98.9906,2222,NE
0.7,Other,40.2267,-100.1358,2223,NE
0.9,Other,40.2267,-100.1358,2223,NE
1.3,Other,40.2267,-100.1358,2223,NE
0.1,Other,40.3717,-98.7236,2225,NE
0.1,Other,40.3717,-98.7236,2225,NE
0.1,Other,40.3717,-98.7236,2225,NE
1,Other,40.3717,-98.7236,2225,NE
108.8,Natural Gas,40.6942,-99.7011,2226,NE
10.8,Hydroelectric,40.959405,-100.397905,2227,NE
10.8,Hydroelectric,40.959405,-100.397905,2227,NE
10.8,Hydroelectric,40.6936,-99.8178,2228,NE
10.8,Hydroelectric,40.6936,-99.8178,2228,NE
22.5,Hydroelectric,40.6839,-99.7447,2229,NE
0.2,Other,41.1056,-102.4703,2230,NE
1.1,Other,41.1056,-102.4703,2230,NE
0.4,Other,40.6253,-96.9558,2231,NE
1.3,Natural Gas,40.6253,-96.9558,2231,NE
0.9,Natural Gas,40.6253,-96.9558,2231,NE
1.1,Natural Gas,40.6253,-96.9558,2231,NE
2.5,Natural Gas,40.6253,-96.9558,2231,NE
3.3,Natural Gas,40.6253,-96.9558,2231,NE
6,Natural Gas,40.6253,-96.9558,2231,NE
0.9,Natural Gas,41.5419,-100.8756,2232,NE
1.1,Natural Gas,41.5419,-100.8756,2232,NE
1.4,Natural Gas,41.5419,-100.8756,2232,NE
1.5,Natural Gas,41.254652,-97.119202,2233,NE
1,Other,41.254652,-97.119202,2233,NE
1,Natural Gas,41.254652,-97.119202,2233,NE
2.3,Natural Gas,41.254652,-97.119202,2233,NE
1.6,Other,41.254652,-97.119202,2233,NE
1.6,Other,41.254652,-97.119202,2233,NE
1.6,Other,41.254652,-97.119202,2233,NE
0.3,Other,40.1408,-97.7239,2234,NE
0.6,Other,40.1408,-97.7239,2234,NE
1.1,Other,40.1408,-97.7239,2234,NE
0.3,Other,40.1408,-97.7239,2234,NE
1.1,Natural Gas,42.2764,-96.7289,2235,NE
0.1,Other,42.2764,-96.7289,2235,NE
0.4,Natural Gas,42.2764,-96.7289,2235,NE
4,Natural Gas,40.133872,-97.184286,2236,NE
2.5,Natural Gas,40.133872,-97.184286,2236,NE
12.5,Natural Gas,40.133872,-97.184286,2236,NE
0.6,Other,40.055,-95.6083,2237,NE
0.9,Other,40.055,-95.6083,2237,NE
2.7,Natural Gas,40.055,-95.6083,2237,NE
1.1,Natural Gas,40.055,-95.6083,2237,NE
2,Natural Gas,40.055,-95.6083,2237,NE
2.5,Natural Gas,40.055,-95.6083,2237,NE
6.2,Natural Gas,40.055,-95.6083,2237,NE
